"","b","se","t","p","m","v","n","star"
"mQ5 m3",-0.33928561214994,0.113131631339938,2.99903402904582,0.00270837055366863,"m3","mQ5",239136,"**"
"Qrev m3",-0.070300239812554,0.0689651207494504,1.01935933771441,0.30803240302002,"m3","Qrev",239136," "
"mQrev m3",0.103400334639954,0.085695598830508,1.20660029279291,0.227586113952629,"m3","mQrev",239136," "
"camera m3",-0.00230360486605607,0.0320758118263511,0.0718175078008036,0.942747139587794,"m3","camera",239136," "
"camera_D m3",-0.10400925726061,0.0389526642855916,2.67014488400688,0.00758185237705231,"m3","camera_D",239136,"**"
"Q0 m0c",-0.171784670877187,0.040545055087117,-4.23688340065349,2.2681688260487e-05,"m0c","Q0",117024,"***"
"Q1 m0c",-0.179616622253701,0.0415912079598791,-4.3186199936046,1.57136842331964e-05,"m0c","Q1",117024,"***"
"Q2 m0c",-0.206338593776581,0.044589112349783,-4.62755553772724,3.70402954639276e-06,"m0c","Q2",117024,"***"
"Q3 m0c",-0.279468727540239,0.0366578306393179,-7.62371156902261,2.4832959009516e-14,"m0c","Q3",117024,"***"
"Q4 m0c",-0.404242617230231,0.0359010004372536,-11.2599262501543,2.14271698820081e-29,"m0c","Q4",117024,"***"
"Q5 m0c",-0.336162957468758,0.0583017001391912,-5.76592031906777,8.14168042473492e-09,"m0c","Q5",117024,"***"
"mQ0 m0c",-0.210455230527363,0.0889520067463458,-2.36594134551112,0.0179859133098135,"m0c","mQ0",117024,"*"
"mQ1 m0c",-0.379088541151204,0.0789336311097606,-4.80262387301131,1.56793140905752e-06,"m0c","mQ1",117024,"***"
"mQ2 m0c",-0.235443233610306,0.150981145423518,-1.55942142941002,0.118899371753429,"m0c","mQ2",117024," "
"mQ3 m0c",-0.339049395759138,0.134534991493608,-2.52015770763435,0.0117315455158533,"m0c","mQ3",117024,"*"
"mQ4 m0c",-0.489745629528616,0.0870411019239185,-5.6266019007514,1.84212717703855e-08,"m0c","mQ4",117024,"***"
"mQ5 m0c",-0.48252610926451,0.0626184538058705,-7.70581322177701,1.31028345518022e-14,"m0c","mQ5",117024,"***"
"Qrev m0c",-0.0494022327794875,0.102058125835935,0.484059768635226,0.628343452206718,"m0c","Qrev",117024," "
"mQrev m0c",0.120915644039851,0.240922637629436,0.501885772252883,0.615747873989144,"m0c","mQrev",117024," "
"camera m0c",0.0176738322689982,0.0348195502176064,0.507583589062603,0.61174540196624,"m0c","camera",117024," "
"camera_D m0c",-0.113392105648935,0.0390742160063962,2.90196751818063,0.00370826988212716,"m0c","camera_D",117024,"**"
"t m0c",-0.0682550316434454,0.0146052924865871,4.67330809746726,2.96386636934663e-06,"m0c","t",117024,"***"
