DATE,WeekDay,Sunday,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Holiday,Bridge_Fri,Bridge_Mon,Strike,H_Sun,H_Mon,H_Tue,H_Wed,H_Thu,H_Fri,H_Sat,Susp_Driv_Restr,School_Vacation,Fare,Week,Clean_weekday,Clean_weekday2,Clean_weekday3,holiday
2017-05-17,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,203,1,1,1,0
2017-05-18,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,203,1,1,1,0
2017-05-19,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,203,1,1,1,0
2017-05-20,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,203,0,0,0,0
2017-05-21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,203,0,0,0,0
2017-05-22,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,1,1,1,0
2017-05-23,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,1,1,1,0
2017-05-24,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,1,1,1,0
2017-05-25,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,1,1,1,0
2017-05-26,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,1,1,1,0
2017-05-27,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,0,0,0,0
2017-05-28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,204,0,0,0,0
2017-05-29,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,1,1,1,0
2017-05-30,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,1,1,1,0
2017-05-31,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,1,1,1,0
2017-06-01,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,1,1,1,0
2017-06-02,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,1,1,1,0
2017-06-03,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,0,0,0,0
2017-06-04,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,205,0,0,0,0
2017-06-05,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,1,1,1,0
2017-06-06,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,1,1,1,0
2017-06-07,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,1,1,1,0
2017-06-08,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,1,1,1,0
2017-06-09,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,1,1,1,0
2017-06-10,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,0,0,0,0
2017-06-11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,206,0,0,0,0
2017-06-12,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,1,1,1,0
2017-06-13,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,1,1,1,0
2017-06-14,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,1,1,1,0
2017-06-15,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,1,1,1,0
2017-06-16,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,1,1,1,0
2017-06-17,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,0,0,0,0
2017-06-18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,207,0,0,0,0
2017-06-19,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,1,1,1,0
2017-06-20,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,1,1,1,0
2017-06-21,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,1,1,1,0
2017-06-22,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,1,1,1,0
2017-06-23,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,1,1,1,0
2017-06-24,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,0,0,0,0
2017-06-25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,208,0,0,0,0
2017-06-26,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,209,1,1,1,0
2017-06-27,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,209,1,1,1,0
2017-06-28,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,209,1,1,1,0
2017-06-29,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,209,1,1,1,0
2017-06-30,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,209,1,1,1,0
2017-07-01,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,209,0,0,0,0
2017-07-02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,209,0,0,0,0
2017-07-03,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,210,1,1,1,0
2017-07-04,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,210,1,1,1,0
2017-07-05,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,210,1,1,1,0
2017-07-06,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,210,1,1,1,0
2017-07-07,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,210,1,1,1,0
2017-07-08,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,210,0,0,0,0
2017-07-09,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,3.8,210,0,0,0,1
2017-07-10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,0,0,0,0
2017-07-11,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,1,1,1,0
2017-07-12,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,1,1,1,0
2017-07-13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,1,1,1,0
2017-07-14,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,1,1,1,0
2017-07-15,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,0,0,0,0
2017-07-16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,211,0,0,0,0
2017-07-17,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,1,1,1,0
2017-07-18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,1,1,1,0
2017-07-19,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,1,1,1,0
2017-07-20,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,1,1,1,0
2017-07-21,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,1,1,1,0
2017-07-22,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,0,0,0,0
2017-07-23,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,212,0,0,0,0
2017-07-24,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,1,1,1,0
2017-07-25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,1,1,1,0
2017-07-26,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,1,1,1,0
2017-07-27,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,1,1,1,0
2017-07-28,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,1,1,1,0
2017-07-29,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,0,0,0,0
2017-07-30,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,213,0,0,0,0
2017-07-31,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,1,1,1,0
2017-08-01,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,1,1,1,0
2017-08-02,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,1,1,1,0
2017-08-03,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,1,1,1,0
2017-08-04,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,1,1,1,0
2017-08-05,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,0,0,0,0
2017-08-06,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,214,0,0,0,0
2017-08-07,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,1,1,1,0
2017-08-08,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,1,1,1,0
2017-08-09,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,1,1,1,0
2017-08-10,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,1,1,1,0
2017-08-11,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,1,1,1,0
2017-08-12,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,0,0,0,0
2017-08-13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,215,0,0,0,0
2017-08-14,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,1,1,1,0
2017-08-15,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,1,1,1,0
2017-08-16,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,1,1,1,0
2017-08-17,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,1,1,1,0
2017-08-18,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,1,1,1,0
2017-08-19,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,0,0,0,0
2017-08-20,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,216,0,0,0,0
2017-08-21,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,1,1,1,0
2017-08-22,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,1,1,1,0
2017-08-23,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,1,1,1,0
2017-08-24,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,1,1,1,0
2017-08-25,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,1,1,1,0
2017-08-26,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,0,0,0,0
2017-08-27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,217,0,0,0,0
2017-08-28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,1,1,1,0
2017-08-29,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,1,1,1,0
2017-08-30,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,1,1,1,0
2017-08-31,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,1,1,1,0
2017-09-01,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,1,1,1,0
2017-09-02,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,0,0,0,0
2017-09-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,218,0,0,0,0
2017-09-04,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,219,1,1,1,0
2017-09-05,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,219,1,1,1,0
2017-09-06,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,219,0,0,0,0
2017-09-07,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8,219,0,0,0,1
2017-09-08,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8,219,0,0,0,0
2017-09-09,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,219,0,0,0,0
2017-09-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,219,0,0,0,0
2017-09-11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,1,1,1,0
2017-09-12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,1,1,1,0
2017-09-13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,1,1,1,0
2017-09-14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,1,1,1,0
2017-09-15,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,1,1,1,0
2017-09-16,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,0,0,0,0
2017-09-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,220,0,0,0,0
2017-09-18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,1,1,1,0
2017-09-19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,1,1,1,0
2017-09-20,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,1,1,1,0
2017-09-21,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,1,1,1,0
2017-09-22,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,1,1,1,0
2017-09-23,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,0,0,0,0
2017-09-24,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,221,0,0,0,0
2017-09-25,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,1,1,1,0
2017-09-26,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,1,1,1,0
2017-09-27,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,1,1,1,0
2017-09-28,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,1,1,1,0
2017-09-29,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,1,1,1,0
2017-09-30,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,0,0,0,0
2017-10-01,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,222,0,0,0,0
2017-10-02,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,1,1,1,0
2017-10-03,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,1,1,1,0
2017-10-04,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,1,1,1,0
2017-10-05,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,1,1,1,0
2017-10-06,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,1,1,1,0
2017-10-07,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,0,0,0,0
2017-10-08,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,223,0,0,0,0
2017-10-09,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,224,1,1,1,0
2017-10-10,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,224,1,1,1,0
2017-10-11,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,224,0,0,0,0
2017-10-12,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8,224,0,0,0,1
2017-10-13,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8,224,0,0,0,0
2017-10-14,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,224,0,0,0,0
2017-10-15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,224,0,0,0,0
2017-10-16,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,1,1,1,0
2017-10-17,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,1,1,1,0
2017-10-18,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,1,1,1,0
2017-10-19,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,1,1,1,0
2017-10-20,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,1,1,1,0
2017-10-21,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,0,0,0,0
2017-10-22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,225,0,0,0,0
2017-10-23,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,1,1,1,0
2017-10-24,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,1,1,1,0
2017-10-25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,1,1,1,0
2017-10-26,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,1,1,1,0
2017-10-27,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,1,1,1,0
2017-10-28,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,0,0,0,0
2017-10-29,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,226,0,0,0,0
2017-10-30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,227,1,1,1,0
2017-10-31,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,227,1,1,1,0
2017-11-01,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,227,0,0,0,0
2017-11-02,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.8,227,0,0,0,1
2017-11-03,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8,227,0,0,0,0
2017-11-04,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,227,0,0,0,0
2017-11-05,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,227,0,0,0,0
2017-11-06,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,1,1,1,0
2017-11-07,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,1,1,1,0
2017-11-08,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,1,1,1,0
2017-11-09,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,1,1,1,0
2017-11-10,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,1,1,1,0
2017-11-11,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,0,0,0,0
2017-11-12,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,228,0,0,0,0
2017-11-13,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,229,1,1,1,0
2017-11-14,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,229,0,0,0,0
2017-11-15,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3.8,229,0,0,0,1
2017-11-16,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,229,0,0,0,0
2017-11-17,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,229,1,1,1,0
2017-11-18,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,229,0,0,0,0
2017-11-19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,229,0,0,0,0
2017-11-20,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.8,230,0,0,0,1
2017-11-21,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,230,0,0,0,0
2017-11-22,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,230,1,1,1,0
2017-11-23,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,230,1,1,1,0
2017-11-24,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,230,1,1,1,0
2017-11-25,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,230,0,0,0,0
2017-11-26,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,230,0,0,0,0
2017-11-27,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,1,1,1,0
2017-11-28,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,1,1,1,0
2017-11-29,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,1,1,1,0
2017-11-30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,1,1,1,0
2017-12-01,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,1,1,1,0
2017-12-02,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,0,0,0,0
2017-12-03,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,231,0,0,0,0
2017-12-04,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,1,1,1,0
2017-12-05,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,1,1,1,0
2017-12-06,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,1,1,1,0
2017-12-07,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,1,1,1,0
2017-12-08,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,1,1,1,0
2017-12-09,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,0,0,0,0
2017-12-10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,232,0,0,0,0
2017-12-11,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,1,1,1,0
2017-12-12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,1,1,1,0
2017-12-13,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,1,1,1,0
2017-12-14,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,1,1,1,0
2017-12-15,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,1,1,1,0
2017-12-16,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,0,0,0,0
2017-12-17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,233,0,0,0,0
2017-12-18,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,234,1,1,1,0
2017-12-19,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,234,1,1,1,0
2017-12-20,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,234,1,1,1,0
2017-12-21,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,234,1,1,1,0
